num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;     spec. type      
1684;   2429.39;Cl* NGC 2632 HSHJ 181              ;LM*;08 37 49.3202356992 +19 57 46.414705500;     ~   ;     ~   ;     ~   ;     ~   ;M6V                  
1685;   2430.70;Cl* NGC 2632 JS 521                ;Er*;08 43 08.3944244760 +19 28 06.115913724;     ~   ;20.07    ;17.57    ;     ~   ;M5V                  
1686;   2430.70;Cl* NGC 2632 KW 175                ;*  ;08 39 22.6276553712 +19 02 09.781360152;     ~   ;13.5     ;     ~   ;     ~   ;~                    
1687;   2431.09;Cl* NGC 2632 ART 47                ;*  ;08 37 56.8020397080 +20 01 03.640617912;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1688;   2433.05;BD+19 2087                         ;SB*;08 43 05.9392105920 +19 26 15.288202896;     ~   ;10.52    ;9.93     ;     ~   ;F8V                  
1689;   2434.41;Cl* NGC 2632 S 29                  ;Ro*;08 37 52.0886192625 +19 59 13.858487594;     ~   ;11.952   ;11.242   ;     ~   ;G5V                  
1690;   2435.21;SDSS J084026.38+185925.0           ;LM*;08 40 26.3824586016 +18 59 25.022876028;     ~   ;     ~   ;     ~   ;     ~   ;M3V                  
1691;   2436.04;Cl* NGC 2632 ART 484               ;*  ;08 40 46.3626169464 +18 59 44.612181420;     ~   ;14.9     ;     ~   ;     ~   ;~                    
1692;   2436.43;Cl* NGC 2632 VL 1389               ;*  ;08 42 54.5086329576 +19 20 13.669095588;     ~   ;15.0     ;     ~   ;     ~   ;~                    
1693;   2436.68;2MASS J08420117+1906285            ;BD?;08 42 01.1820330432 +19 06 28.376232660;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1694;   2439.41;Cl* NGC 2632 ART 676               ;*  ;08 42 05.2885823544 +20 12 57.594633804;     ~   ;15.2     ;     ~   ;     ~   ;~                    
1695;   2439.71;Cl* NGC 2632 KW 119                ;*  ;08 38 37.7719024032 +19 07 58.192934160;     ~   ;13.86    ;13.0     ;     ~   ;~                    
1696;   2442.93;Cl* NGC 2632 ART 550               ;*  ;08 41 10.7149128624 +19 00 48.242872512;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1697;   2443.46;Cl* NGC 2632 VL 463                ;*  ;08 37 35.1975550704 +19 31 10.612743672;     ~   ;14.8     ;     ~   ;     ~   ;~                    
1698;   2444.28;Cl* NGC 2632 ART 227               ;*  ;08 39 17.6670717864 +20 17 38.339610576;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1699;   2444.37;SDSS J084314.98+193348.5           ;G  ;08 43 14.9881443912 +19 33 48.523481784;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1700;   2445.47;Cl* NGC 2632 JS 523                ;Er*;08 43 10.1220914712 +19 28 35.973264900;     ~   ;20.59    ;17.63    ;     ~   ;M4.0                 
1701;   2447.79;Cl* NGC 2632 KW 413                ;*  ;08 41 37.1312082096 +19 03 01.761706836;     ~   ;13.3     ;     ~   ;     ~   ;~                    
1702;   2450.15;LB 397                             ;blu;08 42 06.0 +19 07 00                   ;     ~   ;17.1     ;     ~   ;     ~   ;~                    
1703;   2450.67;NVSS J083956+202021                ;Rad;08 39 56.997 +20 20 20.93              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1704;   2450.70;Cl* NGC 2632 VL 1010               ;*  ;08 40 22.1338176168 +18 59 09.446209260;     ~   ;14.7     ;     ~   ;     ~   ;~                    
1705;   2454.25;SDSS J083753.47+200029.8           ;QSO;08 37 53.478 +20 00 29.89              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1706;   2457.00;2MASS J08395523+2020232            ;LM*;08 39 55.2299256480 +20 20 23.307492084;     ~   ;     ~   ;     ~   ;     ~   ;M3V                  
1707;   2457.74;2MASS J08401060+2020505            ;LM*;08 40 10.6049441544 +20 20 50.478173880;     ~   ;     ~   ;     ~   ;     ~   ;M6V                  
1708;   2459.19;2MASS J08430908+1953063            ;LM*;08 43 09.0789397776 +19 53 06.167004972;     ~   ;     ~   ;     ~   ;     ~   ;M6V                  
1709;   2459.86;Cl* NGC 2632 KW 249                ;*  ;08 40 04.0524535896 +18 59 16.401776748;     ~   ;14.5     ;     ~   ;     ~   ;~                    
1710;   2461.53;[BBG2010] 908                      ;BD?;08 39 59.8740578664 +20 20 37.928239872;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1711;   2464.44;Cl* NGC 2632 KW 133                ;*  ;08 38 52.4015042313 +19 05 03.945119697;     ~   ;12.56    ;12.05    ;     ~   ;~                    
1712;   2464.73;2MASS J08384775+2014176            ;*  ;08 38 47.7489933048 +20 14 17.471225148;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1713;   2465.43;Cl* NGC 2632 JS 514                ;Er*;08 43 06.1540205448 +19 24 52.213146660;     ~   ;20.46    ;17.84    ;     ~   ;M3.6                 
1714;   2466.66;Cl* NGC 2632 ART 8                 ;*  ;08 37 29.4910859904 +19 41 37.686328080;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1715;   2466.85;Cl* NGC 2632 ART 24                ;*  ;08 37 46.7077180584 +19 22 12.254106828;     ~   ;15.5     ;     ~   ;     ~   ;~                    
1716;   2468.86;Cl* NGC 2632 KW 33                 ;*  ;08 37 29.9143771920 +19 43 46.216155720;     ~   ;13.7     ;     ~   ;     ~   ;~                    
1717;   2470.07;2MASS J08401085+1858570            ;BD?;08 40 10.8501653064 +18 58 56.951925168;     ~   ;19.15    ;16.72    ;     ~   ;M3.2                 
1718;   2470.64;SDSSCGB 61449.1                    ;G  ;08 41 40.434 +19 02 58.73              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1719;   2472.14;SDSS J083905.25+201648.8           ;QSO;08 39 05.259 +20 16 48.89              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1720;   2472.44;Cl* NGC 2632 KW 373                ;*  ;08 41 10.3553489064 +19 00 16.202007252;     ~   ;12.19    ;12.21    ;11.95    ;G8V:                 
1721;   2472.59;SDSS J084307.10+195501.9           ;QSO;08 43 07.1145298320 +19 55 02.025010740;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1722;   2474.59;Gaia DR3 664347469787905152        ;*  ;08 38 44.5402791096 +20 13 58.868974272;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1723;   2476.74;Cl* NGC 2632 VL 472                ;*  ;08 37 37.8593129616 +19 26 52.844501148;     ~   ;14.97    ;14.16    ;     ~   ;~                    
1724;   2477.04;Cl* NGC 2632 JC 282                ;Ro*;08 42 20.0858364447 +19 09 05.675980619;     ~   ;14.673   ;13.486   ;     ~   ;K5V                  
1725;   2480.06;Cl* NGC 2632 JC 103                ;Er*;08 37 32.4309788197 +19 31 17.999827310;     ~   ;18.59    ;16.27    ;     ~   ;M1.9                 
1726;   2480.76;2MASX J08415315+2015385            ;G  ;08 41 53.1814679856 +20 15 38.527771248;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1727;   2481.59;Gaia DR3 661325629580421120        ;RR?;08 43 14.6463489840 +19 30 14.789884824;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1728;   2481.69;Cl* NGC 2632 ART 43                ;*  ;08 37 56.2350837216 +20 02 26.372378400;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1729;   2482.35;SDSSCGB 61449.4                    ;G  ;08 41 40.029 +19 02 42.96              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1730;   2484.26;Cl* NGC 2632 ART 56                ;*  ;08 38 02.6192853840 +20 04 41.164280616;     ~   ;15.1     ;     ~   ;     ~   ;~                    
1731;   2487.59;HD 74058                           ;*  ;08 42 21.6135121272 +20 10 53.959176732;     ~   ;9.59     ;9.22     ;     ~   ;F3Vn                 
1732;   2487.96;Cl* NGC 2632 ART 10                ;*  ;08 37 33.3647191128 +19 50 22.128609588;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1733;   2488.24;Cl* NGC 2632 ART 308               ;*  ;08 39 49.9278551640 +20 20 41.457055236;     ~   ;15.7     ;     ~   ;     ~   ;~                    
1734;   2489.20;SDSSCGB 61449                      ;CGG;08 41 41.0 +19 02 42                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1735;   2489.76;2MASX J08430898+1925266            ;LIN;08 43 08.9531165832 +19 25 27.081407856;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1736;   2490.49;Cl* NGC 2632 VL 794                ;*  ;08 39 13.9690132680 +19 01 55.218244152;     ~   ;15.0     ;     ~   ;     ~   ;~                    
1737;   2490.61;Gaia DR3 661326110618706176        ;*  ;08 43 17.2744334424 +19 32 23.769036240;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1738;   2490.67;LEDA 1577729                       ;G  ;08 41 23.3 +19 00 55                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1739;   2491.03;SDSSCGB 61449.5                    ;G  ;08 41 42.002 +19 02 46.91              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1740;   2495.57;SDSS J083953.37+202057.9           ;QSO;08 39 53.377 +20 20 57.96              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1741;   2496.24;2MASS J08430637+1923388            ;*  ;08 43 06.3586553184 +19 23 38.653504800;     ~   ;     ~   ;     ~   ;     ~   ;M6.3                 
1742;   2496.46;SDSSCGB 61449.2                    ;G  ;08 41 41.7482519928 +19 02 39.100152516;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1743;   2496.83;[SPD2011] 55452                    ;ClG;08 40 22.3 +20 21 37                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1744;   2498.96;Cl* NGC 2632 S 16                  ;Ro*;08 37 27.5524241141 +19 37 03.262350678;     ~   ;12.416   ;11.616   ;     ~   ;G8V                  
1745;   2500.85;Cl* NGC 2632 VL 887                ;*  ;08 39 46.2666762576 +20 20 43.643605884;     ~   ;15.2     ;     ~   ;     ~   ;~                    
1746;   2501.12;Cl* NGC 2632 S 61                  ;*  ;08 39 04.6159413816 +19 02 45.393801864;     ~   ;11.92    ;11.87    ;     ~   ;~                    
1747;   2501.40;SDSS J083735.75+195305.6           ;QSO;08 37 35.758 +19 53 05.69              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1748;   2503.17;SDSS J083820.98+201004.5           ;QSO;08 38 20.989 +20 10 04.54              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1749;   2504.54;Cl* NGC 2632 KW 409                ;*  ;08 41 36.6509342664 +20 18 05.571395316;     ~   ;13.9     ;     ~   ;     ~   ;~                    
1750;   2504.59;2MASS J08381244+2008026            ;BD?;08 38 12.4599654432 +20 08 02.539746888;     ~   ;     ~   ;     ~   ;     ~   ;M4.1                 
1751;   2505.04;SDSSCGB 61449.3                    ;G  ;08 41 40.802 +19 02 23.05              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1752;   2505.57;Cl* NGC 2632 ART 767               ;*  ;08 43 02.2001352048 +19 58 57.734978232;     ~   ;15.9     ;     ~   ;     ~   ;~                    
1753;   2505.94;SDSS J084022.40+202145.8           ;BiC;08 40 22.406 +20 21 45.84              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1754;   2506.26;LSPM J0837+1949                    ;PM*;08 37 31.0668444432 +19 49 26.167409364;     ~   ;17.40    ;15.63    ;15.26    ;~                    
1755;   2507.27;SDSS J084024.62+202147.2           ;BiC;08 40 24.628 +20 21 47.25              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1756;   2509.57;ASAS J084121+1900.4                ;EB*;08 41 21.5393485248 +19 00 26.243297820;     ~   ;13.8     ;12.90    ;12.599   ;~                    
1757;   2511.46;SDSS J084317.83+194852.5           ;QSO;08 43 17.839 +19 48 52.56              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1758;   2515.11;Cl* NGC 2632 S 213                 ;Ro*;08 43 20.1954899736 +19 46 08.530884588;     ~   ;11.415   ;10.756   ;     ~   ;G0V                  
1759;   2515.68;BD+20 2130                         ;*  ;08 37 27.9432532416 +19 33 45.180363780;     ~   ;10.35    ;9.79     ;     ~   ;F6V                  
1760;   2518.33;Cl* NGC 2632 VL 465                ;*  ;08 37 36.1768312224 +19 25 54.702445548;     ~   ;14.90    ;13.67    ;     ~   ;~                    
1761;   2518.34;SDSS J084233.10+191105.9           ;QSO;08 42 33.101 +19 11 05.99              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1762;   2518.54;Cl* NGC 2632 S 30                  ;*  ;08 37 55.0793497344 +19 16 58.763797032;     ~   ;12.4     ;     ~   ;     ~   ;~                    
1763;   2519.31;SDSS J084022.78+202159.2           ;BiC;08 40 22.7839498224 +20 21 59.255780004;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1764;   2521.85;Cl* NGC 2632 JS 530                ;Er*;08 43 18.4374653586 +19 31 07.835564205;     ~   ;19.67    ;17.34    ;     ~   ;M2.3                 
1765;   2523.01;LEDA 1576581                       ;G  ;08 41 00.5241274920 +18 58 50.531948544;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1766;   2523.82;SDSS J084039.37+202154.5           ;G  ;08 40 39.371 +20 21 54.50              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1767;   2524.93;Gaia DR3 661408161675837824        ;WD?;08 42 40.3963885608 +20 07 15.265706772;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1768;   2525.44;Cl* NGC 2632 KW 315                ;*  ;08 40 35.6982321456 +20 22 00.057190080;     ~   ;13.0     ;     ~   ;     ~   ;~                    
1769;   2526.30;Cl* NGC 2632 VL 1414               ;*  ;08 43 06.7410408792 +19 57 32.516399412;     ~   ;14.54    ;13.75    ;     ~   ;~                    
1770;   2527.05;Cl* NGC 2632 ART 31                ;PM*;08 37 50.4308309040 +19 18 27.630490644;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1771;   2527.32;SN 2017aww                         ;SN*;08 37 38.22 +19 24 13.9                ;     ~   ;     ~   ;     ~   ;     ~   ;SNII                 
1772;   2529.40;Cl* NGC 2632 KW 507                ;*  ;08 43 18.2738449632 +19 49 46.953204492;     ~   ;13.49    ;12.5     ;     ~   ;~                    
1773;   2530.22;LB 1858                            ;blu;08 41 06.0 +20 21 00                   ;     ~   ;18.3     ;     ~   ;     ~   ;~                    
1774;   2531.22;Cl* NGC 2632 PHJ 3                 ;*  ;08 37 29.97 +19 50 09.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1775;   2531.98;2MASS J08400407+1858038            ;*  ;08 40 04.0676106408 +18 58 03.787763196;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1776;   2532.44;LB 1873                            ;blu;08 42 42.0 +20 07 00                   ;     ~   ;19.1     ;     ~   ;     ~   ;~                    
1777;   2533.79;NVSS J083725+193640                ;Rad;08 37 25.206 +19 36 40.25              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1778;   2534.41;Cl* NGC 2632 VL 439                ;*  ;08 37 27.2081177472 +19 32 52.580676192;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1779;   2536.09;2MASS J08392556+1900022            ;BD?;08 39 25.5536800656 +19 00 02.621936916;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1780;   2537.52;Gaia DR3 664435151543139584        ;WD?;08 40 35.8235523744 +20 22 12.042299424;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1781;   2537.70;Cl* NGC 2632 KW 131                ;*  ;08 38 50.7563401248 +19 03 52.331467032;     ~   ;13.4     ;     ~   ;     ~   ;~                    
1782;   2538.41;LEDA 1577011                       ;G  ;08 41 17.0803807464 +18 59 35.322579564;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1783;   2539.20;NVSS J084029+202209                ;Rad;08 40 29.412 +20 22 18.05              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1784;   2539.49;Cl* NGC 2632 JS 493                ;Ro*;08 42 37.0003981767 +20 08 31.820910601;     ~   ;15.201   ;13.961   ;     ~   ;K6V                  
1785;   2539.86;SDSS J084229.62+201019.9           ;G  ;08 42 29.625 +20 10 19.95              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1786;   2540.76;SDSS J083811.90+191118.4           ;QSO;08 38 11.906 +19 11 18.43              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1787;   2541.07;SDSS J084138.74+201832.3           ;BiC;08 41 38.746 +20 18 32.33              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1788;   2541.99;SDSS J084105.39+202114.1           ;QSO;08 41 05.392 +20 21 14.14              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1789;   2543.46;LB 1824                            ;blu;08 37 30.0 +19 51 00                   ;     ~   ;18.3     ;     ~   ;     ~   ;~                    
1790;   2544.34;Cl* NGC 2632 JS 315                ;Er*;08 39 45.7254082272 +18 58 34.009533516;     ~   ;19.81    ;17.34    ;     ~   ;M3.0                 
1791;   2545.48;Cl* NGC 2632 ART 67                ;*  ;08 38 06.7635544752 +20 07 33.084454728;     ~   ;15.0     ;     ~   ;     ~   ;~                    
1792;   2546.05;Cl* NGC 2632 KW 402                ;*  ;08 41 31.2917081328 +19 00 38.802088008;     ~   ;13.8     ;     ~   ;     ~   ;~                    
1793;   2546.16;Cl* NGC 2632 VL 429                ;*  ;08 37 24.3332836632 +19 43 31.936959408;     ~   ;15.3     ;     ~   ;     ~   ;~                    
